img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
06e52cdc-5c55-4929-94d6-193ab4b5c16c.jpeg,4128,2322,1914,1048,2337,1444,albopictus
1b0175bf-cb96-4270-938d-ac248e73437c.jpeg,3024,4032,1137,1948,1609,2470,albopictus
3019433d-befb-40a8-805f-dcfa65a2a3b5.jpeg,768,1024,261,369,473,547,culex
12d725a4-8a4a-401c-94c2-9205908a8016.jpeg,626,542,172,159,401,356,albopictus
28964fc0-e568-43ee-9e22-fd6ae7ee7dd9.jpeg,1024,1365,155,283,449,744,albopictus
21b22783-03d4-4653-8567-f622c7b599d3.jpeg,3024,4032,1397,1852,1682,2223,japonicus/koreicus
1f244a9c-4aa7-48e0-a65a-7ad99b92b974.jpeg,3840,5120,685,2349,2238,4119,albopictus
0b22d59a-3e8d-45d3-8541-0aacbc0538ac.jpeg,768,1024,260,420,397,572,culex
37fe4feb-5f86-4a53-911d-6c7701a29083.jpeg,3024,4032,912,2392,1939,3351,albopictus
37f60380-ec90-4944-9b1d-7ff4b1000309.jpeg,1365,1024,365,314,926,824,culex
42d472d7-bc4c-4cb3-a5b5-90c6ac399b7b.jpeg,1960,4032,336,1251,745,1672,albopictus
04ef95d0-4b9f-43f6-b520-e3f278f25f45.jpeg,1365,1024,602,145,997,510,culex
15636f19-7b3f-42b7-99fb-61ea1ae47cc9.jpeg,1024,1365,435,845,621,1044,culex
42b0c4f9-75c0-4dd4-a42c-e4c3551700ac.jpeg,1080,1644,66,466,1036,1265,albopictus
490cc534-c39e-42c1-9598-e5fb794723b1.jpeg,1352,1803,482,677,795,1054,culex
17de6cb6-ef81-4c62-b753-7b4d41d36f46.jpeg,2448,4080,341,1746,1128,2345,albopictus
54a1cf0a-ee63-4f2d-9c49-f7046da49a55.jpeg,2368,4208,1280,1709,1684,2017,albopictus
09430cd0-d445-4372-b2a1-bebad87e94fc.jpeg,3024,4032,588,732,2111,3363,culex
4ad546bc-4b5b-4ec0-9314-b3895bc4525e.jpeg,1024,1365,726,311,949,802,albopictus
417f821e-1821-4597-b028-f875305155b8.jpeg,768,1024,34,147,687,810,albopictus
436540fb-816a-4638-9ad7-47df7d2b628b.jpeg,3000,4000,611,1228,1916,2633,culex
56eafb9f-5a9b-4e05-a56f-b5b66fcccc5c.jpeg,1024,1820,101,266,456,1094,culiseta
1239d159-6625-4e8e-b463-8a035ad95aa5.jpeg,2448,3264,564,863,2060,2075,albopictus
48097359-623c-4d38-9613-10c7ce4c90f8.jpeg,768,1024,230,201,697,616,culex
2fffc59a-2e4b-415d-9141-138de08a6f04.jpeg,828,1792,282,726,479,885,albopictus
48a649f4-ca5c-499d-9183-f2b25b60deee.jpeg,6000,8000,2376,3099,3319,4242,culex
4fb6dff9-328e-4c5f-b423-e8bfb718ebbd.jpeg,900,1600,312,753,530,994,albopictus
3380d43a-ce37-46b0-be3c-594f511b9e15.jpeg,2448,3264,842,1105,1473,2039,albopictus
3f55aa3b-21f7-4272-bfe7-48676ed16cf1.jpeg,1820,1024,807,354,1117,693,culex
09127722-ccaa-4c61-bee8-d91ca12d7b7f.jpeg,1080,1354,169,177,807,834,albopictus
03ef458e-8f40-4d42-811b-f3c2db667e12.jpeg,1365,1024,462,27,868,539,albopictus
2c5a0f52-a311-4469-b451-17458c31062e.jpeg,1960,4032,668,2134,1154,2520,culex
38c3e987-0001-4256-bc8f-ed398f5b4126.jpeg,5616,2808,1889,447,2957,1885,albopictus
031d8a3a-abb9-4ba4-baab-5c6334565542.jpeg,3000,4000,1091,1012,2459,2256,culex
516d57e8-875e-40d4-b577-affbbceb8a59.jpeg,1080,790,484,185,576,266,albopictus
1e5d9864-ac9a-447b-bfd8-7688563ca461.jpeg,1024,2219,49,271,874,1257,culex
55ee6e30-ef81-41a7-b46b-ec2a9551e556.jpeg,2131,2013,862,776,1575,1307,culex
2589f23d-ec5e-44f3-b21b-7df006f59b59.jpeg,768,1024,333,505,493,628,culex
56ae6151-fe1d-423b-96f5-d929e61ebaa5.jpeg,4032,1960,1066,145,2109,891,culiseta
31080987-64d1-4d44-9195-7cfe80fdc324.jpeg,1024,1365,421,556,806,972,culex
4dc7b7d5-0e39-4e12-98ee-ba379285724a.jpeg,3024,3024,1314,1218,1666,1540,culex
1b02ad4f-505b-4593-b70a-63602b338acb.jpeg,985,984,394,263,610,462,albopictus
44519108-db71-436d-9959-8f3ef8636879.jpeg,1024,1820,406,735,650,1151,culex
4a3a44d1-f50d-4c19-a92a-b72a01b34372.jpeg,1920,2560,859,1084,1294,1335,culex
0c26fc94-a005-4e72-904c-7bb2dee12796.jpeg,4032,2268,1775,970,2148,1470,albopictus
0c388be1-6285-4ac0-8023-8ea1aa904578.jpeg,1024,1365,361,584,589,707,culex
2ec80273-e8c6-418b-8ee9-8b6d9b2a8449.jpeg,1024,1365,112,404,476,817,culex
04d8e86f-01d9-41d5-828f-6650c013cdf8.jpeg,1800,4000,639,1843,927,2164,japonicus/koreicus
12f2c89a-29f8-4c6f-b40e-147c9d452412.jpeg,4032,2268,2100,489,2682,1169,culex
519d39f4-1010-4a5c-a204-3ec308a90255.jpeg,3024,4032,1206,1518,1949,2432,albopictus
05d00b7d-435c-487b-a8ed-20d418f91c78.jpeg,1160,2576,304,338,872,929,culex
1e893ddb-99d2-4407-a711-584316dde718.jpeg,3024,4032,1222,1748,2026,2803,culex
16ac180e-6b9b-4378-b285-f19308b14fdd.jpeg,3024,4032,741,2622,1712,3453,culex
34ed4952-b790-46d3-bdbf-fba5fabec4bf.jpeg,1408,2130,551,800,937,1225,albopictus
179af360-2337-4cf8-bb75-753d4ca0d091.jpeg,1944,2592,587,318,1624,1529,culex
491456e7-d4a4-4c25-9b84-7dbdbe8f2051.jpeg,3024,4032,1074,1706,1985,2667,culex
1fc74bc0-e6c5-4972-b332-56c1ed35a8f4.jpeg,1024,1367,291,601,421,789,culex
4a3f9022-5517-4429-8d04-a5e6cdc43892.jpeg,768,1024,213,398,614,804,culex
23cdf93e-6ad3-407e-94d6-a6024e31f4ba.jpeg,3000,4000,1159,2158,1506,2542,culex
090ea6d2-b3a6-4891-b3c9-64338fbf64e6.jpeg,821,821,291,229,543,557,albopictus
364c63e0-5630-4960-9957-f5d26fcd921a.jpeg,1836,3264,510,1557,928,2051,albopictus
0d068c1a-fc7d-4797-abae-8afc08be660b.jpeg,4000,3000,1060,566,3092,2454,culex
469f94aa-da6e-4d8e-8825-39675d13fd2f.jpeg,768,1024,137,236,575,649,albopictus
0166ca41-c501-4bb6-b1dd-9e9ac485d5b5.jpeg,2163,1024,1013,316,1465,670,culex
54549de2-4133-4e60-92b4-612ebe8820dc.jpeg,1200,1600,359,623,776,944,albopictus
2dbd384e-dc7e-4e53-9496-cc4a7a50e773.jpeg,809,1303,240,515,490,791,culex
4f28a851-06d2-4b78-8bd6-b425bb2991d9.jpeg,4032,3024,1688,1239,2335,1859,culex
0f7f595a-7744-4376-b436-5e8c6dfc0a5c.jpeg,2736,3648,434,1002,1862,2398,culex
0a476dab-874f-4fc2-ba66-9e8502127680.jpeg,1024,1365,220,294,340,460,albopictus
2b7a3551-4d33-40ea-8185-7795c23aaaa4.jpeg,1298,1661,559,730,832,1129,albopictus
179a93e5-049e-4933-bbf6-f9520635a827.jpeg,1038,974,408,338,700,655,albopictus
28290f19-69ba-4853-89e9-9daf65c0993f.jpeg,768,1024,221,423,515,685,culex
109ef7fa-8393-4eb9-9ecc-3b958988e16d.jpeg,3024,4032,950,1271,1951,1913,culex
50a37b8c-2829-4eb4-afa3-bfff67617ea4.jpeg,768,1024,561,259,675,340,culex
4843ce55-17e0-48e3-a958-d1f9a647051a.jpeg,3024,4032,980,1392,1748,2193,culex
36fd7066-a79f-44dd-966c-119cb9df04b3.jpeg,3120,4160,860,1321,1358,1847,culex
083cbf67-4eae-4566-988f-65fc9c01c917.jpeg,1125,1328,63,280,853,1126,albopictus
54bdd199-8dba-4049-a850-2f0a507d2e58.jpeg,3000,4000,386,727,2574,3562,culex
15061f82-4aca-494a-ac43-68df7cbf18d2.jpeg,4160,3120,1796,804,2592,1942,albopictus
3a00bf9c-026d-484c-85ee-a125756cfa4b.jpeg,768,1024,195,172,673,864,culex
4ffa4b4d-b61e-4373-81c2-bec208198e69.jpeg,1024,1365,98,395,755,1250,culiseta
34708894-ff23-4209-bd6f-bcd29dff5415.jpeg,3024,4032,661,1645,1103,2196,albopictus
2bf89ac7-8ef4-4518-90df-0aee869665c4.jpeg,1232,1643,397,638,751,939,albopictus
15f15906-a92a-434b-a4ae-1e106f76e57b.jpeg,3492,4656,1310,2426,1772,2926,culex
31e6932d-8744-41cd-8102-af812df67d8b.jpeg,768,1024,346,567,441,659,culex
15992857-2133-44df-a1de-749213626b26.jpeg,3000,4000,929,2385,1498,2834,culex
56b8b533-15bc-4ec4-bf16-7cc44b20db5c.jpeg,4032,3024,1736,840,2907,2488,culex
0afacf22-1a8f-4039-b77c-cc2cad74b1c1.jpeg,1679,2000,262,739,1181,1408,culex
2d3644f5-6005-40a0-b2dc-caf4a602a60c.jpeg,1920,2560,901,1182,1132,1474,albopictus
1139e4d8-ac77-482e-b82e-275eed16a905.jpeg,3024,4032,1774,1541,2245,2018,culex
5209a37a-3f53-4c12-b3ce-1d7eb58180f3.jpeg,5312,2988,1975,761,3185,1550,albopictus
118cb9ec-629d-4f47-8a65-9384b2710f63.jpeg,3000,4000,462,291,2879,2872,culex
42bdf806-c087-419c-892f-74dbfe16e59f.jpeg,3024,4032,1141,1581,2042,3034,albopictus
08718e73-1fb6-461b-8697-003f60d0b735.jpeg,1261,1423,526,506,812,914,culex
11ef9da2-1e5d-40e9-b67b-ce34f98e7964.jpeg,2576,1932,772,690,1385,1285,culex
39449d4f-af0c-4233-9f6a-229b89669aaf.jpeg,1439,1998,521,948,1120,1702,culex
0fc96422-d07b-4f0a-b966-f384361a2117.jpeg,3024,4032,803,1748,2076,3040,albopictus
019cd9d1-6a75-4eb4-8e22-31d4d5639aab.jpeg,1944,2592,364,656,1431,1886,culex
22436508-e2ff-4d25-a271-7a0286d151fe.jpeg,3264,2448,2027,983,2297,1298,albopictus
0aabcb4e-587b-4f06-9085-76cf7212fbd9.jpeg,768,1024,273,436,447,611,culex
10ea692d-003f-4252-961b-265df6f2ff73.jpeg,1134,2016,502,746,782,986,culiseta
2a24f526-d088-49f2-9c41-51d5f6ce0093.jpeg,1888,1914,516,555,1731,1691,albopictus
138a57a0-c05c-4085-8e4f-9f9e9a47c626.jpeg,4000,3000,2180,1515,2787,1990,culex
297cb740-d1a3-4a0e-a1b1-bf3c12042f81.jpeg,2268,4032,907,2383,1350,2834,albopictus
547e0b3e-b4b8-4846-862e-3ba8db85ca35.jpeg,3024,4032,837,1057,2419,2519,culex
0ba6bf49-60ca-4cf1-b26d-e70208dd4845.jpeg,3024,4032,541,783,2910,3302,culiseta
4b5d80d0-8280-470a-9ecd-acf17f1c50d8.jpeg,3024,4032,1039,1417,2183,2129,culex
3f518e68-6637-41c9-bfce-d13d66ae6f43.jpeg,1932,2576,706,1104,1149,1555,albopictus
1a6729cf-6312-4934-83b8-f87a7e2c10c8.jpeg,3264,2448,1213,649,2832,1583,albopictus
2574fbbd-74fa-4c1c-ad38-476688b7aad1.jpeg,768,1024,377,462,442,550,albopictus
3907d4b2-25fb-4b11-8310-654c633332b3.jpeg,1152,1536,69,215,955,1169,culex
27ba1a4b-5f69-4d55-a8b6-e8316ab49d8e.jpeg,1200,1600,568,101,1029,1098,culiseta
0fa5d45e-b1ca-4977-ac71-b0d72da023f6.jpeg,943,863,296,288,697,513,culex
5149eca6-1fea-46a1-83c3-73c9c2a1ff60.jpeg,3648,2736,1266,737,2408,2168,albopictus
4e2468c7-9e89-4105-af48-d024fc1ba040.jpeg,2074,2425,483,376,1628,1733,culex
3d67ef39-2490-490d-82b9-c21dfe389eba.jpeg,768,1024,483,454,558,532,albopictus
475e29be-e5cf-4305-a02b-7abc5cfde2d7.jpeg,750,1334,236,589,461,830,albopictus
47b6f81d-b8eb-46b2-9769-19236f950512.jpeg,986,1478,45,465,415,891,albopictus
3daa91b6-e762-4ddc-a6c7-642f5526d2d4.jpeg,3072,4096,1335,1799,1710,2158,albopictus
29974794-a94e-4a57-8046-ebacf1fa63f0.jpeg,3264,1836,1314,757,1739,1243,albopictus
1637b325-d2db-4f74-9df5-7cf8a27d111b.jpeg,1067,957,268,167,871,833,culiseta
412db6d1-0ad9-4441-89d7-93bda4cd2698.jpeg,1500,2000,518,1137,842,1811,albopictus
540a23e5-bdbf-4a82-835b-6e413052335b.jpeg,3024,4032,717,1705,1527,2463,culex
05519189-898a-4976-a23f-1b32056b87c9.jpeg,1200,1600,425,611,654,890,albopictus
400d935c-0cd6-4911-89dd-850713041077.jpeg,2268,4032,895,2071,1353,2628,culiseta
26f58703-c98f-4ae2-9908-f6eba71b31a3.jpeg,4000,2248,2736,956,3233,1385,albopictus
00b31fd8-70d2-4cd4-9102-bbb2c0d22631.jpeg,3024,4032,1238,2494,1726,3121,albopictus
0e572037-666f-4773-adac-df76b6d52911.jpeg,767,1024,232,470,429,718,culex
311f658c-cb86-47e9-bf13-ec27598106d3.jpeg,765,1024,264,446,413,589,culex
374fb4ae-2de0-4217-8d59-c1df01244e29.jpeg,3024,4032,1339,1861,1986,2455,albopictus
46f5bb4f-29df-4fb8-8362-96989d690fb5.jpeg,768,1024,172,299,610,751,albopictus
1d24a567-db43-4c13-8501-6100734d5ce1.jpeg,1344,2240,400,982,666,1262,albopictus
3f3a1789-2a5a-4c74-a3bb-4ede6115eabc.jpeg,3024,4032,1183,1474,1707,2292,culiseta
43f48e85-6aa3-4ed5-807c-4aa783f7d48d.jpeg,2084,2505,1230,1728,1930,2275,culex
50c69521-2e1a-4c16-8386-24ed7d9c87c9.jpeg,1365,1024,557,341,748,480,culex
2b439953-e46a-4549-8d2a-7d78de2106fd.jpeg,3024,4032,993,1359,1504,2112,culex
052e0891-1048-478f-89ba-7e8812a62796.jpeg,3096,4128,1384,1863,1674,2188,albopictus
3e1a41ae-85be-4aba-85f6-06f1747224f1.jpeg,2448,3264,226,941,1925,2900,albopictus
0e29b10e-561a-44eb-9da3-baf99b5d768a.jpeg,3016,4032,1169,2344,1799,2934,culex
117e001d-a919-4fff-9cd5-63c2b1ac5394.jpeg,828,1792,14,1075,778,1579,albopictus
2fbef6ca-4bc2-48af-a4e2-1d879b37f1bb.jpeg,768,1024,108,253,625,830,albopictus
4314e1de-9888-453a-b1e1-8646190e9d55.jpeg,4032,1960,851,556,2311,1548,culiseta
4bad16e1-8a87-46de-a1ed-f42167a61b50.jpeg,2976,3968,804,1609,2356,3138,albopictus
40ecf7e4-fe48-496a-87e5-ea4aee4b492b.jpeg,5376,3024,3076,364,3756,998,albopictus
0c02e87c-a9f4-448b-ad15-c94a2616a21e.jpeg,4000,3000,1187,1961,2311,2849,culex
1de6b789-51b6-4a13-9b07-0a584305d24f.jpeg,3024,4032,1202,1363,2114,3019,albopictus
30641beb-a541-46c9-9911-8edca4d280e9.jpeg,3024,4032,1362,1298,1815,1866,albopictus
1108d0f0-2d9e-436e-8850-45e984cabd47.jpeg,3264,2448,2494,976,2781,1188,albopictus
23956a8b-b748-4f42-866b-936d7bd34a11.jpeg,2448,3264,1270,606,1601,915,albopictus
04e5cff7-f562-4160-ab82-a689850ba36b.jpeg,1080,1231,302,329,791,896,albopictus
4859ec13-fb1a-439f-b681-f3b91a7b8e09.jpeg,1512,2016,780,679,1230,1109,albopictus
04659bc1-15e3-42de-84f0-e009d5e5a339.jpeg,768,1024,226,484,415,675,culex
4825bde6-d63d-46e7-a3ba-a410aa73130b.jpeg,2250,4000,932,1459,1656,2057,anopheles
449de0ec-7476-4a6f-aeb3-745cebce3a7d.jpeg,3120,4160,1277,1427,2009,2088,albopictus
125947df-c547-464f-86cf-350a689db852.jpeg,900,1600,269,425,586,733,albopictus
005ba710-59e9-4421-937b-61470249dd7c.jpeg,1024,1820,387,597,552,924,culex
2b5a8d99-049b-484b-8a65-8bc0f1185f3a.jpeg,2160,3840,248,1463,1669,2469,albopictus
17ff7ee1-b709-48f6-abf9-81932cc66e97.jpeg,1200,1599,329,769,688,1031,albopictus
1c25eafb-50af-4124-96d5-3ae4736c3998.jpeg,768,1024,212,427,640,967,albopictus
55f856a7-40c3-4918-89d3-95ae9650ba95.jpeg,845,713,244,84,477,499,culex
091a705a-03e3-4a93-884b-8af55f79eb68.jpeg,1844,4000,687,1347,1168,1943,culiseta
4b5aa0f9-026a-4ee1-b225-bcf285c1706d.jpeg,1317,1318,319,335,551,577,albopictus
1618b63b-5945-4e11-9e8a-69d8ec7d7e1c.jpeg,1024,1365,317,346,550,595,anopheles
0031063e-716a-4080-934c-77598dc8de72.jpeg,3024,4032,1276,2016,1728,2516,culex
0a132b1a-3877-4d53-be08-3ba4a4d7f95c.jpeg,1960,4032,268,1230,1228,2308,albopictus
18de7048-d5a2-4302-80b0-57487d3bdebb.jpeg,1936,2592,682,1062,1197,1628,albopictus
3a3439de-4c55-43b5-aee8-fe6f80dc86d7.jpeg,768,1024,76,404,491,789,albopictus
24d73ed5-f360-4a3a-8f9f-325760d40ff7.jpeg,1024,1818,245,646,414,848,albopictus
40ad4c93-36f1-46e0-9740-a8c081b7e0b2.jpeg,3000,4000,869,1489,2308,2626,culiseta
332b2a52-059d-42cf-bb34-d2cab89eac23.jpeg,3456,4608,1186,1366,2496,2678,albopictus
15e2b988-22dc-4e0b-93a5-969857578f3d.jpeg,768,1024,355,517,445,614,albopictus
2a94cb86-bda8-4cb3-9301-8bb7be303457.jpeg,1115,1595,247,371,824,1233,albopictus
092050c0-7e05-4af2-b994-8e7c35a22a4d.jpeg,1024,1365,198,534,639,857,culex
04909bbb-f382-4313-9ac4-0f9032587bed.jpeg,2448,3264,1191,0,2448,619,albopictus
3e6e372b-8574-45eb-bd4f-75646b3f06da.jpeg,3024,4032,897,343,1631,907,culex
10e3c810-c602-4dba-b0d2-525982fee8b0.jpeg,1816,4032,399,824,1128,1784,albopictus
3334337c-9bd6-40d2-8e13-06394f93c205.jpeg,1299,1006,466,379,811,694,albopictus
1682aaf4-f117-4580-813e-bec68dd33db9.jpeg,1168,2592,0,445,1168,2559,albopictus
1ad2b98a-fce1-4ed3-ae2c-92277d04b9f9.jpeg,3024,4032,813,1787,1903,2917,culex
17179550-6b20-42f8-84c0-0145dd433bd3.jpeg,768,1024,266,452,419,612,culex
3823149c-d825-4dec-b927-d2232720bbe3.jpeg,5616,2808,1814,913,4561,2354,culex
4bbbc20f-0096-4b69-932c-ffde2800860e.jpeg,679,767,249,248,522,484,albopictus
17b15a9f-0b77-4c1f-9a6c-439517f85503.jpeg,1024,2273,439,896,657,1167,culex
35ef90e6-53af-4e40-a648-a518976891a7.jpeg,3024,4032,1023,1082,2101,2824,culex
448a2ec3-7802-492f-ae81-b60855fa5a8b.jpeg,3024,4032,947,1300,2215,2623,culex
